,0
0,6.701183173895099
1,8.91242827334491
2,2.664135183515689
3,7.990106501075396
4,2.712445457280537
5,1.7592278198009734
6,0.07164566696294744
7,5.52561214359394
8,8.44508718894557
9,0.2766252948784324
10,4.46340407835258
11,3.817980159803061
12,0.2767301809278613
13,7.118260896043869
14,4.615777982107463
15,3.9822462901293116
16,6.311759676608767
17,8.0052737361645
18,5.525612143593952
19,1.740448380528551
20,2.1843096063116314
21,9.885059775005926
22,1.0038409080542792
23,0.2767301809278609
24,0.37894477645514113
25,8.476839755122183
26,2.9444934967849608
27,3.514333541211943
28,8.907996593018146
29,4.804946020224353
30,0.04351400390531382
31,8.44508718894557
32,0.011883516790213457
33,0.08297234968806144
34,0.2302522111975044
35,7.990106501075374
36,5.158955302114002
37,8.0052737361645
38,0.36636252169485234
39,1.8782847077641223
40,8.445087188945571
41,8.445087188945578
42,0.13490467627579697
43,4.463404078352598
44,1.955395460333805
45,8.445087188945562
46,9.885059775005955
47,7.990106501075405
48,0.000877367653338392
49,4.331728503597966
50,8.445087188945573
51,5.158955302114006
52,1.259280690247239
53,0.9636606148938298
54,4.134407801482908
55,2.000584937517294
56,9.88505977500591
57,5.921270510650776
58,1.9878867049510474
59,11.73817037128612
60,1.169087528941644
61,0.7239914260248519
62,0.19942540681669077
63,8.445087188945582
64,8.912428273344887
65,6.7011831738951075
66,5.158955302114001
67,0.4687080842509644
68,8.445087188945566
69,3.2230165933692536
70,2.944493496784961
71,4.134407801482917
72,5.158955302114004
73,2.184309606311637
74,1.0047021031020635
75,1.8601292225089712
76,2.184309606311626
77,3.223016593369261
78,9.392378655517549
79,4.794927180415555
80,7.548204502292478
81,3.991033054469109
82,0.002495055788849606
83,7.990106501075386
84,8.188439499500891
85,6.560607062754995
86,0.851401001377575
87,0.04351400390531391
88,3.5143335412119443
89,1.3508142021491478
90,2.184309606311638
91,3.2230165933692594
92,1.347071368457194
93,5.042767707177901
94,8.907996593018144
95,4.350272922907868
96,4.530721604578583
97,6.701183173895111
98,0.851401001377573
99,4.134407801482909
100,0.19942540681669124
101,4.46340407835258
102,6.7011831738950995
103,8.912428273344895
104,0.46870808425096444
105,7.548204502292452
106,5.44541250572992
107,0.07164566696305769
108,0.016711403718437462
109,4.134407801482901
110,1.1690875289416465
111,3.441696472164535
112,5.904885747484695
113,0.8820782254907622
114,0.04351400390531389
115,8.445087188945601
116,3.2230165933692647
117,0.2476726918554986
118,0.2767301809278609
119,2.6786076482786507
120,4.06585182590878
121,1.537406127860816
122,6.296674427457978
123,6.701183173895087
124,0.1349026788996389
125,0.13490467627579728
126,0.011883516790213473
127,4.227469496043
128,2.425154682230472
129,4.530724426456916
130,5.158955302114015
131,6.891326944335389
132,10.39020690857125
133,4.804946020224345
134,8.445087188945587
135,1.1690875289416487
136,7.990106501075382
137,1.3585863963559628
138,9.39237865551757
139,0.000877367653338423
140,3.223016593369258
141,4.826174426204606
142,5.115464855078994
143,1.533521959384988
144,5.158955302114028
145,1.6190579242102323
146,2.9828044476908007
147,7.990106501075396
148,7.5482045022924735
149,5.0427677071779025
150,7.5482045022924895
151,4.463404078352601
152,8.912428273344888
153,7.54820450229245
154,7.548204502292456
155,9.392378655517534
156,1.4874456721606126
157,0.04352673645388074
158,7.118260896043885
159,1.4956125519908323
160,5.15895530211402
161,4.526556771008812
162,2.944493496784955
163,1.7404744087893045
164,6.296674427457978
165,2.6786076482786485
166,7.548204502292454
167,7.990106501075388
168,1.7404483805285536
169,1.9553954603338033
170,7.30224151141893
171,9.885059775005915
172,0.22388986344571218
173,3.223016593369252
174,0.011883516790213459
175,6.296674427457978
176,0.8514010013775766
177,10.390206908571217
178,1.0038409080542774
179,0.011881906225743227
180,4.804946020224343
181,2.829126833054544
182,5.904885747484689
183,3.8179801598030454
184,8.91242827334491
185,7.11826089604389
186,3.5890296990129484
187,9.442667270207668
188,5.158955302114001
189,0.08297234968806184
190,0.3663079451757477
191,5.525612143593952
192,1.9147826477243106
193,7.548204502292449
194,4.134407801482908
195,6.296674427457975
196,1.1639877018730767
197,7.548204502292465
198,4.804946020224347
199,4.057702494997301
200,2.70296694542518
201,1.647599350968038
202,0.4687080842509641
203,4.463404078352588
204,1.3470713684571947
205,0.01671140371843738
206,2.3860627799111636
207,3.0563543951785803
208,0.01671140371843745
209,0.01671140371843746
210,3.2230165933692647
211,7.9901065010753864
212,7.55860422593733
213,1.9561599554386608
214,2.1843096063116305
215,0.12032816838356633
216,7.54820450229245
217,3.740746944066104
218,6.70118317389511
219,5.158955302114008
220,0.27662529487843296
221,0.7110448278676103
222,1.3470713684571916
223,9.392378655517518
224,5.115464855079004
225,5.783274953307265
226,8.91242827334491
227,0.7637167731224835
228,8.445087188945575
229,9.392378655517533
230,4.134407801482909
231,5.904885747484679
232,3.818463393902506
233,3.8888969111987737
234,0.0118835167902135
235,6.701183173895116
236,1.783235128648779
237,0.36630794517574805
238,0.03544390598377504
239,5.697860088646894
240,0.34217899042268424
241,3.223016593369253
242,0.4159423137533822
243,3.4272289599429473
244,6.701183173895098
245,0.2767301809278614
246,10.559131333070642
247,4.463404078352609
248,2.184309606311635
249,1.9561599554386646
250,2.710910720404764
251,0.8514010013775755
252,0.002495055788849556
253,3.5893147929483447
254,4.134407801482904
255,0.13490467627579628
256,1.1951936692566454
257,6.296674427457994
258,2.477763020422576
259,4.13440780148292
260,7.990106501075396
261,2.184309606311629
262,0.5836768894220813
263,0.011883516790213494
264,1.1690875289416465
265,3.8179801598030427
266,0.002495055788849604
267,5.904885747484692
268,5.904885747484696
269,2.9828044476908007
270,0.004819132909394813
271,1.9561599554386677
272,3.2230165933692576
273,0.0024950557888496106
274,8.912428273344913
275,0.3217376932297704
276,7.548204502292458
277,8.445087188945577
278,7.118260896043887
279,6.296674427457975
280,2.6790118361974438
281,3.2230165933692576
282,9.885059775005905
283,0.035443905983775094
284,0.0008773676533383908
285,8.912428273344888
286,7.548204502292459
287,7.548204502292447
288,3.2230165933692576
289,4.591491878417888
290,8.095473093849577
291,7.118260896043877
292,0.08297234968806165
293,7.1773210654327695
294,2.1843096063116314
295,0.01188351679021357
296,2.1843096063116305
297,7.548204502292453
298,9.392378655517561
299,2.4777630204225716
300,3.817980159803053
301,3.8179801598030525
302,9.392378655517518
303,6.701183173895111
304,3.5658086675323193
305,6.701183173895089
306,0.016711403718437455
307,4.463653714804047
308,9.556591992841684
309,0.4687080842509639
310,6.296674427457987
311,9.8850597750059
312,7.585212373991923
313,0.923239520797191
314,0.2766836055625082
315,6.29667442745799
316,7.284591071440657
317,0.8581829136530853
318,1.9561599554386633
319,0.011883516790213515
320,1.4327835825893929
321,0.016711403718437424
322,5.525612143593948
323,5.52561214359396
324,6.701183173895119
325,4.463404078352605
326,9.392378655517518
327,0.19942540681669077
328,7.99010650107539
329,0.12032816838356687
330,1.956159955438662
331,5.5256121435939525
332,0.08297234968806186
333,4.42008409143868
334,1.6805281446431937
335,0.016711403718437465
336,3.2230165933692647
337,9.885059775005933
338,4.027656662845018
339,6.783612983925535
340,7.118260896043903
341,7.990106501075376
342,0.085260860204456
343,5.904885747484686
344,3.5893147929483455
345,0.004819132909394813
346,1.7749908353590758
347,6.744350130766027
348,7.548204502292452
349,2.944493496784962
350,6.701183173895098
351,3.5143335412119368
352,4.350272922907869
353,0.016711403718437615
354,5.077721749131246
355,0.0024950557888496097
356,8.912428273344899
357,1.2592806902472395
358,6.701183173895097
359,5.943791368452877
360,5.049142751280519
361,5.267564965585101
362,5.158955302114009
363,8.445087188945587
364,0.04349775951019952
365,5.042767707177902
366,0.016710482670117214
367,3.3785429828990536
368,2.425154682230461
369,4.7984159646152325
370,2.1843096063116385
371,4.0577024949973
372,2.6786076482786454
373,0.13490267889963886
374,6.83360026710285
375,6.639878515878457
376,7.118260896043895
377,9.885059775005924
378,7.815681029862688
379,6.701183173895114
380,0.27673018092786134
381,4.910406490493778
382,6.585183109123177
383,1.1255462741726054
384,9.885059775005931
385,6.696329854009351
386,1.6036801495449757
387,1.163987701873077
388,6.070557481707117
389,5.90488574748469
390,1.0038347672759658
391,8.445087188945587
392,2.9444934967849603
393,9.88505977500595
394,4.06585182590878
395,5.525612143593953
396,1.7404483805285553
397,2.429795770198317
398,3.378542982899055
399,1.0038409080542798
400,5.158955302114012
401,4.804946020224358
402,6.701183173895071
403,1.0047021031020644
404,8.445087188945573
405,9.88505977500591
406,0.5836768894220805
407,7.5694578763935425
408,3.514333541211939
409,8.445087188945575
410,3.223016593369265
411,0.016711403718437465
412,6.296674427457981
413,1.7404483805285509
414,3.2781256877573703
415,0.002495055788849606
416,0.0829723496880619
417,2.1843096063116323
418,1.2891798105568157
419,0.2767301809278609
420,5.904885747484691
421,0.18171512856629574
422,0.04351400390531411
423,0.8514010013775714
424,1.3470713684572007
425,0.46870808425096366
426,3.871645728609388
427,2.3112651365758294
428,2.1843096063116296
429,3.8179801598030485
430,6.7011831738951075
431,1.6475993509680353
432,4.463653714804045
433,4.910406490493774
434,7.99010650107538
435,0.0024950557888496084
436,6.296674427457975
437,6.296674427457988
438,0.13490467627579747
439,8.912428273344897
440,2.0500467381437306
441,0.46870808425096266
442,3.214690152568749
443,1.462050398630387
444,3.126882752660216
445,4.463404078352598
446,1.5335219593849885
447,3.709996913185535
448,7.9901065010754015
449,3.1686246654052534
450,1.0038409080542747
451,0.12032816838356673
452,9.392378655517547
453,8.912428273344894
454,0.0008773676533383914
455,2.3464873371003048
456,8.445087188945584
457,0.035444537277433
458,0.2767301809278617
459,1.537406127860813
460,6.701183173895089
461,8.912428273344904
462,1.1690875289416462
463,2.9444934967849643
464,0.06836707590424242
465,0.04351400390531388
466,0.27932316865207996
467,4.463404078352593
468,2.3464873371003026
469,8.445087188945587
470,1.740448380528552
471,4.46340407835261
472,3.8179801598030485
473,6.296674427457979
474,3.223016593369252
475,0.78723523277455
476,6.70118317389511
477,3.223016593369257
478,2.6786076482786516
479,3.3785429828990616
480,3.1686246654052557
481,1.7404483805285504
482,0.46870808425096316
483,2.425154682230464
484,8.44508718894558
485,0.13490467627579672
486,5.168655934673069
487,5.306184136994841
488,1.7404483805285502
489,9.392378655517518
490,3.514333541211944
491,4.4940037316324934
492,9.885059775005919
493,7.548204502292446
494,0.0008773676533383927
495,1.9561599554386615
496,1.4327835825893915
497,7.125179604412607
498,2.5867279775369387
499,6.7011831738951075
500,8.912428273344888
501,2.818383035188414
502,9.392378655517518
503,7.548204502292452
504,6.208950214579787
505,7.990106501075367
506,7.118260896043874
507,1.9561599554386633
508,0.8514010013775755
509,0.08297234968806154
510,9.885059775005933
511,1.9553954603338037
512,9.470221283037302
513,4.8049460202243495
514,1.003840908054275
515,1.955395460333804
516,3.3196554467994766
517,3.5143335412119425
518,0.2767301809278622
519,7.118260896043876
520,3.5122316783986838
521,3.616526853230858
522,4.223626445863903
523,4.463404078352592
524,7.118260896043875
525,4.463404078352598
526,6.701183173895074
527,0.8514010013775721
528,6.701183173895102
529,1.0191621652602927
530,9.885059775005939
531,3.223016593369247
532,0.2772838768616658
533,0.13490467627579747
534,1.9561599554386668
535,1.1639877018730773
536,6.143062806477373
537,0.4412273522722346
538,3.991033054469109
539,9.392378655517536
540,4.910406490493776
541,1.0038347672759682
542,0.3663625216948522
543,4.463404078352589
544,6.701183173895101
